PO Document,PO Item,Changed On,Short Text,Material No,Company,Location,Matl/Svcs group,PO Quantity,Order Price Un.,Unit Price,,Total LI Value
7500002375,00016,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$121.44,"1,840.00","$2,428.80"
7500002375,00017,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$146.52,"2,220.00","$2,930.40"
7500002375,00018,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$146.52,"2,220.00","$2,930.40"
7500002375,00019,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,50,EA,$146.52,"5,550.00","$7,326.00"
7500002375,00020,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,30,EA,$146.52,"3,330.00","$4,395.60"
7500002375,00021,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,30,EA,$146.52,"3,330.00","$4,395.60"
7500002375,00022,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$146.52,"2,220.00","$2,930.40"
7500002375,00023,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,10,EA,$78.54,595,$785.40
7500002375,00024,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,15,EA,$78.54,892.5,"$1,178.10"
7500002375,00025,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,40,EA,$78.54,"2,380.00","$3,141.60"
7500002375,00026,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,30,EA,$78.54,"1,785.00","$2,356.20"
7500002375,00027,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$78.54,"1,190.00","$1,570.80"
7500002375,00028,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,5,EA,$78.54,297.5,$392.70
7500002375,00029,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,60,EA,$121.44,"5,520.00","$7,286.40"
7500002375,00030,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,60,EA,$121.44,"5,520.00","$7,286.40"
7500002375,00031,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,270,EA,$121.44,"24,840.00","$32,788.80"
7500002375,00032,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,275,EA,$121.44,"25,300.00","$33,396.00"
7500002375,00033,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,35,EA,$121.44,"3,220.00","$4,250.40"
7500002375,00034,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,15,EA,$31.68,360,$475.20
7500002375,00035,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,12,EA,$31.68,288,$380.16
7500002375,00036,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,12,EA,$31.68,288,$380.16
7500002375,00037,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,15,EA,$31.68,360,$475.20
7500002375,00038,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,30,EA,$31.68,720,$950.40
7500002375,00039,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,85,EA,$31.68,"2,040.00","$2,692.80"
7500002375,00040,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,90,EA,$31.68,"2,160.00","$2,851.20"
7500002375,00041,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,25,EA,$31.68,600,$792.00
7500002375,00042,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,30,EA,$31.68,720,$950.40
7500002375,00043,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,4,EA,$31.68,96,$126.72
7500002375,00044,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,8,EA,$31.68,192,$253.44
7500002375,00045,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,6,EA,$31.68,144,$190.08
7500002375,00046,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,6,EA,$31.68,144,$190.08
7500002375,00047,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,10,EA,$31.68,240,$316.80
7500002375,00048,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$31.68,480,$633.60
7500002375,00049,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,45,EA,$31.68,"1,080.00","$1,425.60"
7500002375,00050,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,50,EA,$31.68,"1,200.00","$1,584.00"
7500002375,00051,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,15,EA,$31.68,360,$475.20
7500002375,00052,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,20,EA,$31.68,480,$633.60
7500002375,00053,12/25/2001,TEE; PIPE; BW; ALLOY STEEL;,7000000146,2100,Construction Loc 005,034000,80,EA,$121.44,"7,360.00","$9,715.20"
7500002400,00011,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,"2,080.00",EA,$10.49,"16,536.00","$21,827.52"
7500002400,00012,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,130,EA,$10.49,"1,033.50","$1,364.22"
7500002400,00013,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,130,EA,$10.49,"1,033.50","$1,364.22"
7500002400,00014,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,"8,450.00",EA,$10.49,"67,177.50","$88,674.30"
7500002400,00015,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,"23,790.00",EA,$10.49,"189,130.50","$249,652.26"
7500002400,00016,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,"24,440.00",EA,$10.49,"194,298.00","$256,473.36"
7500002400,00017,5/7/2002,TUBING; METALLIC; ALL SIZES; STAINLESS S,7000000069,2100,Construction Loc 005,019000,"7,020.00",EA,$10.49,"55,809.00","$73,667.88"
7500002402,00011,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,10,EA,$308.55,"2,337.50","$3,085.50"
7500002402,00012,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,7,EA,$206.25,"1,093.75","$1,443.75"
7500002402,00013,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,75,EA,$206.25,"11,718.75","$15,468.75"
7500002402,00014,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,77,EA,$206.25,"12,031.25","$15,881.25"
7500002402,00015,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,22,EA,$206.25,"3,437.50","$4,537.50"
7500002402,00016,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,30,EA,$359.70,"8,175.00","$10,791.00"
7500002402,00017,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,2,EA,"$1,052.70","1,595.00","$2,105.40"
7500002402,00018,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,3,EA,$891.00,"2,025.00","$2,673.00"
7500002402,00019,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,18,EA,$891.00,"12,150.00","$16,038.00"
7500002420,00011,12/25/2001,"TUBING : STAINLESS STEEL; ASTM A269,",7000000069,2100,Construction Loc 005,019000,"1,820.00",EA,$8.98,"12,376.00","$16,336.32"
7500002420,00012,12/25/2001,"TUBING : STAINLESS STEEL; ASTM A269,",7000000069,2100,Construction Loc 005,019000,"5,040.00",EA,$8.98,"34,272.00","$45,239.04"
7500002420,00013,12/25/2001,"TUBING : STAINLESS STEEL; ASTM A269,",7000000069,2100,Construction Loc 005,019000,"5,180.00",EA,$8.98,"35,224.00","$46,495.68"
7500002420,00014,12/25/2001,"TUBING : STAINLESS STEEL; ASTM A269,",7000000069,2100,Construction Loc 005,019000,"1,540.00",EA,$8.98,"10,472.00","$13,823.04"
7500002422,00011,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,22,EA,$606.95,,"$13,352.88"
7500002422,00012,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,14,EA,$404.63,,"$5,664.86"
7500002422,00013,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,40,EA,$404.63,,"$16,185.31"
7500002422,00014,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,150,EA,$404.63,,"$60,694.92"
7500002422,00015,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,154,EA,$404.63,,"$62,313.45"
7500002422,00016,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,44,EA,$404.63,,"$17,803.84"
7500002422,00017,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,34,EA,$404.63,,"$13,757.52"
7500002422,00018,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,22,EA,$600.65,,"$13,214.36"
7500002422,00019,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,40,EA,$400.80,,"$16,032.19"
7500002422,00020,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,30,EA,$400.80,,"$12,024.14"
7500002422,00021,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,125,EA,$400.80,,"$50,100.60"
7500002422,00022,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,140,EA,$400.80,,"$56,112.67"
7500002422,00023,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,20,EA,$400.80,,"$8,016.10"
7500002422,00024,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,40,EA,$400.80,,"$16,032.19"
7500002422,00025,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,10,EA,$123.93,,"$1,239.35"
7500002422,00026,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,10,EA,$123.93,,"$1,239.35"
7500002422,00027,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,45,EA,$123.93,,"$5,577.07"
7500002422,00028,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,10,EA,$123.93,,"$1,239.35"
7500002422,00029,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,16,EA,$123.93,,"$1,982.96"
7500002422,00030,12/25/2001,TEE; PIPE; BW; CARBON STEEL;,7000000147,2100,Construction Loc 005,034000,24,EA,$404.63,,"$9,711.19"
7500002478,00011,3/23/2003,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"3,600.00",EA,$100.23,"273,348.00","$360,819.36"
7500002478,00012,7/28/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"20,000.00",EA,$41.34,"626,400.00","$826,848.00"
7500002478,00013,3/23/2003,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"3,300.00",EA,$16.59,"41,481.00","$54,754.92"
7500002478,00014,7/28/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"1,700.00",EA,$36.13,"46,529.00","$61,418.28"
7500002478,00015,12/29/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"6,600.00",EA,$100.23,"501,138.00","$661,502.16"
7500002478,00016,12/29/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"35,000.00",EA,$41.34,"1,096,200.00","$1,446,984.00"
7500002478,00017,7/28/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"6,000.00",EA,$16.59,"75,420.00","$99,554.40"
7500002478,00018,7/28/2002,PIPE; METALLIC; ANY SIZE; STAINLESS; AST,7000000056,2100,Construction Loc 005,010000,"1,800.00",EA,$36.13,"49,266.00","$65,031.12"
7500002480,00011,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,10,EA,$198.00,"1,500.00","$1,980.00"
7500002480,00012,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,10,EA,$198.00,"1,500.00","$1,980.00"
7500002480,00013,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,30,EA,$198.00,"4,500.00","$5,940.00"
7500002480,00014,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,80,EA,$198.00,"12,000.00","$15,840.00"
7500002480,00015,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,80,EA,$198.00,"12,000.00","$15,840.00"
7500002480,00016,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,25,EA,$198.00,"3,750.00","$4,950.00"
7500002480,00017,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,15,EA,$64.15,729,$962.28
7500002480,00018,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,15,EA,$64.15,729,$962.28
7500002480,00019,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,10,EA,$19.93,151,$199.32
7500002480,00020,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,10,EA,$19.93,151,$199.32
7500002480,00021,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,20,EA,$19.93,302,$398.64
7500002480,00022,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,50,EA,$19.93,755,$996.60
7500002480,00023,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,50,EA,$19.93,755,$996.60
7500002480,00024,12/25/2001,REDUCER; PIPE; BUTT WELD; ALL SIZE; ALLO,7000000127,2100,Construction Loc 005,034000,15,EA,$19.93,226.5,$298.98
7500002520,00011,1/18/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,"7,128.00",ZFT,$1.06,"5,702.40","$7,527.17"
7500002520,00012,1/12/2004,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,336,ZFT,$1.06,268.8,$354.82
7500002520,00013,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,1,EA,$1.06,0.8,$1.06
7500002520,00014,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,11,EA,$1.06,8.8,$11.62
7500002520,00015,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,9,EA,$1.06,7.2,$9.50
7500002520,00016,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,3,EA,$0.59,1.35,$1.78
7500002520,00017,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,22,EA,$1.06,17.6,$23.23
7500002520,00018,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,1,EA,$0.92,0.7,$0.92
7500002520,00019,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,1,EA,$1.85,1.4,$1.85
7500002520,00020,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,1,EA,$0.53,0.4,$0.53
7500002520,00021,1/4/2003,COATING; PIPE; IMMERSION; EPOXY; APCS-10,7000007254,2100,Excavation Loc 008,021000,1,EA,$0.92,0.7,$0.92
7500002537,00011,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"1,200.00",EA,$1.91,"1,740.00","$2,296.80"
7500002537,00012,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,400,EA,$1.91,580,$765.60
7500002537,00013,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,400,EA,$1.91,580,$765.60
7500002537,00014,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,600,EA,$1.91,870,"$1,148.40"
7500002537,00015,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"1,600.00",EA,$1.91,"2,320.00","$3,062.40"
7500002537,00016,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"5,000.00",EA,$1.91,"7,250.00","$9,570.00"
7500002537,00017,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"5,000.00",EA,$1.91,"7,250.00","$9,570.00"
7500002537,00018,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"1,400.00",EA,$1.91,"2,030.00","$2,679.60"
7500002537,00019,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,"1,300.00",EA,$1.91,"1,885.00","$2,488.20"
7500002537,00020,6/10/2002,"TUBING; METALLIC; STAINLESS STEEL, ASTM",7000000069,2100,Construction Loc 005,019000,130,EA,$1.91,188.5,$248.82
7500002539,00011,12/25/2001,REDUCER; PIPE; BW; CARBON STEEL;,7000000128,2100,Construction Loc 005,034000,15,EA,$120.12,"1,365.00","$1,801.80"
7500002539,00012,12/25/2001,REDUCER; PIPE; BW; CARBON STEEL;,7000000128,2100,Construction Loc 005,034000,15,EA,$120.12,"1,365.00","$1,801.80"
7500002539,00013,12/25/2001,REDUCER; PIPE; BW; CARBON STEEL;,7000000128,2100,Construction Loc 005,034000,5,EA,$497.64,"1,885.00","$2,488.20"
7500002539,00014,12/25/2001,REDUCER; PIPE; BW; CARBON STEEL;,7000000128,2100,Construction Loc 005,034000,5,EA,$113.26,429,$566.28
7500002566,00011,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,30,EA,"$4,100.00","98,400.00","$123,000.00"
7500002566,00012,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,30,EA,"$4,100.00","98,400.00","$123,000.00"
7500002566,00013,12/10/2002,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,120,EA,"$4,100.00","393,600.00","$492,000.00"
7500002566,00014,6/9/2005,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,340,EA,"$4,100.00","1,115,200.00","$1,394,000.00"
7500002566,00015,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,450,EA,"$4,100.00","1,476,000.00","$1,845,000.00"
7500002566,00016,2/25/2003,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,110,EA,"$4,100.00","360,800.00","$451,000.00"
7500002566,00017,2/25/2003,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,200,EA,"$4,100.00","656,000.00","$820,000.00"
7500002566,00018,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,100,EA,$129.36,"9,800.00","$12,936.00"
7500002566,00019,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,100,EA,$129.36,"9,800.00","$12,936.00"
7500002566,00020,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,400,EA,$129.36,"39,200.00","$51,744.00"
7500002566,00021,12/25/2001,PIPE; NON-METALLIC; EPOXY / POLYESTER /,7000000022,2100,Construction Loc 005,016000,"1,100.00",EA,$129.36,"107,800.00","$142,296.00"
